0: (0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
819: (14, 4)(19, 3)(14, 2)(6, 2)(45, 1)(12, 0)(4, 0)(45, 0)
820: (14, 4)(19, 3)(14, 2)(6, 2)(44, 1)(12, 0)(4, 0)(45, 0)
821: (14, 4)(19, 3)(15, 2)(6, 2)(44, 1)(11, 0)(3, 0)(45, 0)
822: (14, 4)(20, 3)(15, 2)(6, 2)(44, 1)(11, 0)(3, 0)(45, 0)
823: (14, 4)(20, 3)(15, 2)(6, 2)(43, 1)(11, 0)(3, 0)(45, 0)
824: (14, 4)(20, 3)(16, 2)(6, 2)(43, 1)(10, 0)(2, 0)(45, 0)
825: (14, 4)(21, 3)(16, 2)(6, 2)(43, 1)(10, 0)(2, 0)(45, 0)
826: (14, 4)(21, 3)(16, 2)(6, 2)(42, 1)(10, 0)(2, 0)(45, 0)
827: (14, 4)(21, 3)(17, 2)(6, 2)(42, 1)(9, 0)(1, 0)(45, 0)
828: (14, 4)(22, 3)(17, 2)(6, 2)(42, 1)(9, 0)(1, 0)(46, 0)
829: (13, 4)(22, 3)(17, 2)(7, 2)(42, 2)(9, 0)(1, 0)(46, 0)
830: (13, 4)(22, 3)(18, 2)(7, 2)(42, 2)(8, 0)(0, 0)(46, 0)
831: (13, 4)(23, 3)(18, 2)(7, 2)(42, 2)(8, 0)(0, 0)(47, 0)
832: (12, 4)(23, 3)(18, 2)(7, 4)(42, 2)(8, 0)(0, 0)(47, 0)
833: (12, 4)(23, 3)(19, 2)(7, 4)(42, 2)(7, 0)(0, 1)(47, 0)
834: (12, 4)(23, 4)(19, 2)(7, 4)(42, 2)(7, 0)(0, 1)(48, 0)
835: (12, 3)(23, 4)(19, 2)(7, 4)(42, 2)(7, 0)(0, 1)(48, 0)
836: (12, 3)(23, 4)(20, 2)(7, 4)(42, 2)(6, 0)(0, 1)(48, 0)
837: (12, 3)(23, 4)(20, 2)(7, 4)(42, 2)(6, 0)(0, 1)(49, 0)
838: (12, 3)(23, 4)(20, 2)(7, 4)(42, 2)(6, 0)(0, 1)(49, 0)
839: (12, 3)(23, 4)(20, 1)(7, 4)(42, 2)(5, 0)(0, 1)(49, 0)
840: (12, 3)(23, 4)(20, 1)(7, 4)(42, 2)(5, 0)(0, 1)(49, 1)
841: (12, 3)(23, 4)(20, 1)(7, 4)(42, 2)(5, 0)(0, 1)(49, 1)
842: (12, 3)(23, 4)(20, 1)(7, 4)(41, 2)(4, 0)(0, 1)(49, 1)
843: (12, 3)(23, 4)(20, 1)(7, 4)(41, 2)(4, 0)(0, 1)(49, 1)
844: (12, 3)(23, 4)(20, 1)(7, 4)(41, 2)(4, 0)(0, 1)(49, 1)
845: (12, 3)(23, 4)(20, 1)(8, 4)(40, 2)(3, 0)(0, 1)(49, 1)
846: (12, 3)(23, 4)(20, 1)(8, 4)(40, 2)(3, 0)(1, 1)(49, 1)
847: (12, 3)(24, 4)(20, 1)(8, 4)(40, 2)(3, 0)(1, 1)(49, 1)
848: (11, 3)(24, 4)(20, 1)(9, 4)(40, 3)(2, 0)(1, 1)(49, 1)
849: (11, 3)(24, 4)(20, 1)(9, 4)(40, 3)(2, 0)(1, 2)(49, 1)
850: (11, 3)(25, 4)(20, 1)(9, 4)(40, 3)(2, 0)(1, 2)(49, 1)
851: (10, 3)(25, 4)(20, 1)(10, 4)(40, 3)(1, 0)(1, 2)(49, 1)
852: (10, 3)(25, 4)(21, 1)(10, 4)(40, 3)(1, 0)(1, 2)(49, 1)
853: (10, 3)(26, 4)(21, 1)(10, 4)(40, 3)(1, 0)(1, 2)(48, 1)
854: (9, 3)(26, 4)(21, 1)(11, 4)(40, 3)(0, 0)(1, 2)(48, 1)
855: (9, 3)(26, 4)(22, 1)(11, 4)(40, 3)(0, 0)(1, 2)(48, 1)
856: (9, 3)(27, 4)(22, 1)(11, 4)(40, 3)(0, 0)(1, 2)(47, 1)
857: (9, 3)(27, 4)(22, 1)(12, 4)(40, 3)(0, 1)(1, 2)(47, 1)
858: (9, 3)(27, 4)(23, 1)(12, 4)(40, 3)(0, 1)(1, 2)(47, 1)
859: (9, 3)(28, 4)(23, 1)(12, 4)(40, 3)(0, 1)(1, 2)(46, 1)
860: (9, 3)(28, 4)(23, 1)(13, 4)(40, 3)(0, 1)(1, 2)(46, 1)
861: (9, 3)(28, 4)(24, 1)(13, 4)(39, 3)(0, 1)(1, 2)(46, 1)
862: (9, 3)(29, 4)(24, 1)(13, 4)(39, 3)(0, 1)(2, 2)(46, 2)
863: (9, 3)(29, 4)(24, 1)(14, 4)(39, 3)(0, 1)(2, 2)(46, 2)
864: (9, 3)(29, 4)(25, 1)(14, 4)(38, 3)(0, 1)(2, 2)(46, 2)
865: (9, 3)(30, 4)(25, 1)(14, 4)(38, 3)(0, 1)(3, 2)(46, 2)
866: (9, 3)(30, 4)(25, 1)(15, 4)(38, 3)(0, 1)(3, 2)(46, 2)
867: (9, 3)(30, 4)(26, 1)(15, 4)(38, 4)(0, 1)(3, 2)(46, 2)
868: (9, 3)(31, 4)(26, 1)(15, 4)(38, 4)(0, 1)(3, 3)(46, 2)
869: (9, 3)(31, 4)(26, 1)(16, 4)(38, 4)(0, 1)(3, 3)(46, 2)
870: (8, 3)(31, 4)(27, 1)(16, 4)(38, 4)(1, 1)(3, 3)(46, 2)
871: (8, 3)(31, 3)(27, 1)(16, 4)(38, 4)(1, 1)(3, 3)(46, 2)
872: (8, 3)(31, 3)(27, 1)(17, 4)(38, 4)(1, 1)(3, 3)(46, 2)
873: (7, 3)(31, 3)(28, 1)(17, 4)(38, 4)(2, 1)(3, 3)(46, 2)
874: (7, 3)(31, 3)(28, 1)(17, 4)(38, 4)(2, 1)(3, 3)(46, 2)
875: (7, 3)(31, 3)(28, 1)(18, 4)(38, 4)(2, 1)(3, 3)(45, 2)
876: (6, 3)(31, 3)(29, 1)(18, 4)(38, 4)(3, 1)(3, 3)(45, 2)
877: (6, 3)(31, 3)(29, 1)(18, 4)(38, 4)(3, 1)(3, 3)(45, 2)
878: (6, 3)(31, 3)(29, 1)(19, 4)(38, 4)(3, 1)(3, 3)(45, 3)
879: (6, 4)(31, 3)(30, 1)(19, 4)(38, 4)(4, 1)(3, 3)(45, 3)
880: (6, 4)(31, 3)(30, 1)(19, 4)(37, 4)(4, 1)(3, 3)(45, 3)
881: (6, 4)(31, 3)(30, 1)(20, 4)(37, 4)(4, 1)(4, 3)(45, 3)
882: (6, 4)(31, 3)(31, 1)(20, 4)(37, 4)(5, 1)(4, 3)(45, 3)
883: (6, 4)(31, 3)(31, 1)(20, 4)(37, 5)(5, 1)(4, 3)(45, 3)
884: (6, 4)(32, 3)(31, 1)(21, 4)(37, 5)(5, 1)(5, 3)(45, 3)
885: (6, 4)(32, 3)(32, 1)(21, 4)(37, 5)(6, 1)(5, 3)(45, 3)
886: (6, 4)(32, 3)(32, 1)(21, 4)(37, 5)(6, 1)(5, 3)(45, 3)
887: (6, 4)(33, 3)(32, 1)(22, 4)(37, 5)(6, 1)(6, 3)(45, 3)
888: (6, 4)(33, 3)(33, 1)(22, 4)(37, 5)(7, 1)(6, 3)(45, 3)
889: (6, 4)(33, 3)(33, 1)(22, 4)(37, 5)(7, 1)(6, 3)(45, 3)
890: (6, 4)(34, 3)(33, 1)(23, 4)(37, 5)(7, 1)(7, 3)(45, 3)
891: (6, 4)(34, 3)(34, 1)(23, 4)(37, 5)(8, 1)(7, 3)(44, 3)
892: (5, 4)(34, 3)(34, 1)(23, 4)(37, 5)(8, 1)(7, 3)(44, 3)
893: (5, 4)(35, 3)(34, 1)(24, 4)(37, 5)(8, 1)(7, 2)(44, 3)
894: (5, 4)(35, 3)(35, 1)(24, 4)(37, 5)(9, 1)(7, 2)(43, 3)
895: (4, 4)(35, 3)(35, 1)(24, 4)(37, 5)(9, 1)(7, 2)(43, 3)
896: (4, 4)(36, 3)(35, 1)(25, 4)(36, 5)(9, 1)(7, 2)(43, 3)
897: (4, 4)(36, 3)(36, 1)(25, 4)(36, 5)(10, 1)(7, 2)(43, 2)
898: (4, 3)(36, 3)(36, 1)(25, 4)(36, 5)(10, 1)(7, 2)(43, 2)
899: (4, 3)(37, 3)(36, 1)(26, 4)(35, 5)(10, 1)(7, 2)(43, 2)
900: (4, 3)(37, 3)(37, 1)(26, 4)(35, 5)(11, 1)(7, 2)(43, 2)
901: (4, 3)(37, 3)(37, 1)(26, 4)(35, 5)(11, 1)(7, 2)(43, 2)
902: (4, 3)(38, 3)(37, 1)(27, 4)(34, 5)(11, 1)(7, 2)(43, 2)
903: (4, 3)(38, 3)(38, 1)(27, 4)(34, 5)(12, 1)(7, 2)(43, 2)
904: (4, 3)(38, 3)(38, 1)(27, 4)(34, 5)(12, 1)(7, 2)(43, 2)
905: (4, 3)(39, 3)(38, 1)(28, 4)(33, 5)(12, 1)(7, 2)(43, 2)
906: (4, 3)(39, 3)(39, 1)(28, 4)(33, 5)(13, 1)(8, 2)(43, 2)
907: (4, 3)(39, 3)(39, 1)(28, 4)(33, 5)(13, 1)(8, 2)(43, 2)
908: (4, 3)(40, 3)(39, 1)(29, 4)(32, 5)(13, 1)(8, 2)(43, 2)
909: (4, 3)(40, 3)(40, 1)(29, 4)(32, 5)(14, 1)(9, 2)(43, 2)
910: (4, 3)(40, 3)(40, 1)(29, 4)(32, 5)(14, 1)(9, 2)(42, 2)
911: (3, 3)(40, 2)(40, 1)(29, 3)(31, 5)(14, 1)(9, 2)(42, 2)
912: (3, 3)(40, 2)(40, 2)(29, 3)(31, 5)(15, 1)(10, 2)(42, 2)
913: (3, 3)(40, 2)(40, 2)(29, 3)(31, 5)(15, 1)(10, 2)(42, 3)
914: (2, 3)(40, 2)(40, 2)(29, 3)(30, 5)(15, 1)(10, 2)(42, 3)
915: (2, 3)(40, 2)(40, 2)(29, 3)(30, 5)(16, 1)(11, 2)(42, 3)
916: (2, 3)(40, 2)(40, 2)(29, 3)(30, 5)(16, 1)(11, 2)(42, 3)
917: (1, 3)(40, 2)(40, 2)(29, 3)(29, 5)(16, 1)(11, 2)(42, 3)
918: (1, 3)(40, 2)(40, 2)(29, 3)(29, 5)(17, 1)(12, 2)(42, 3)
919: (1, 3)(40, 2)(40, 2)(29, 3)(29, 5)(17, 1)(12, 2)(42, 3)
920: (0, 3)(40, 2)(40, 2)(29, 3)(28, 5)(17, 1)(12, 2)(42, 3)
921: (0, 3)(40, 2)(40, 2)(29, 3)(28, 5)(18, 1)(13, 2)(42, 3)
922: (0, 3)(40, 2)(40, 2)(29, 3)(28, 5)(18, 1)(13, 2)(42, 3)
923: (0, 0)(40, 2)(40, 2)(29, 3)(28, 4)(18, 1)(13, 2)(42, 3)
924: (0, 0)(41, 2)(40, 2)(30, 3)(28, 4)(19, 1)(13, 1)(42, 3)
925: (0, 0)(41, 2)(41, 2)(30, 3)(28, 4)(19, 1)(13, 1)(42, 3)
926: (0, 0)(41, 2)(41, 2)(30, 3)(28, 4)(19, 1)(13, 1)(41, 3)
927: (0, 0)(42, 2)(41, 2)(31, 3)(28, 4)(20, 1)(13, 1)(41, 3)
928: (0, 0)(42, 2)(42, 2)(31, 3)(28, 4)(20, 1)(13, 1)(41, 3)
929: (0, 0)(42, 2)(42, 2)(31, 3)(28, 4)(20, 1)(13, 1)(40, 3)
930: (0, 0)(43, 2)(42, 2)(32, 3)(28, 4)(21, 1)(13, 1)(40, 3)
931: (0, 0)(43, 2)(42, 3)(32, 3)(28, 4)(21, 1)(13, 1)(40, 3)
932: (0, 0)(43, 2)(42, 3)(32, 3)(28, 4)(21, 1)(13, 1)(40, 4)
933: (0, 0)(44, 2)(42, 3)(33, 3)(28, 4)(22, 1)(13, 1)(40, 4)
934: (0, 0)(44, 2)(42, 3)(33, 3)(28, 4)(22, 1)(13, 1)(40, 4)
935: (0, 0)(44, 2)(42, 3)(33, 3)(28, 4)(22, 1)(13, 1)(40, 4)
936: (1, 0)(44, 1)(42, 3)(33, 2)(27, 4)(22, 2)(13, 1)(40, 4)
937: (1, 0)(44, 1)(42, 3)(33, 2)(27, 4)(22, 2)(14, 1)(40, 4)
938: (1, 0)(44, 1)(42, 3)(33, 2)(27, 4)(22, 2)(14, 1)(40, 4)
939: (2, 0)(44, 1)(42, 3)(33, 2)(26, 4)(22, 2)(14, 1)(40, 4)
940: (2, 0)(44, 1)(42, 3)(33, 2)(26, 4)(22, 2)(15, 1)(40, 4)
941: (2, 0)(44, 1)(42, 3)(33, 2)(26, 4)(22, 2)(15, 1)(40, 4)
942: (3, 0)(44, 1)(42, 3)(33, 2)(26, 5)(22, 2)(15, 1)(40, 4)
943: (3, 0)(44, 1)(42, 3)(33, 2)(26, 5)(22, 2)(16, 1)(40, 4)
944: (3, 0)(44, 1)(43, 3)(33, 2)(26, 5)(22, 2)(16, 1)(40, 4)
945: (4, 0)(44, 1)(43, 3)(33, 2)(26, 5)(22, 2)(16, 1)(39, 4)
946: (4, 0)(44, 1)(43, 3)(33, 2)(26, 5)(22, 2)(17, 1)(39, 4)
947: (4, 0)(44, 1)(44, 3)(33, 2)(26, 5)(22, 2)(17, 1)(39, 4)
948: (5, 0)(44, 1)(44, 3)(33, 2)(26, 5)(22, 2)(17, 1)(38, 4)
949: (5, 0)(45, 1)(44, 3)(34, 2)(26, 5)(23, 2)(18, 1)(38, 4)
950: (5, 0)(45, 1)(44, 1)(34, 2)(26, 5)(23, 2)(18, 1)(38, 4)
951: (6, 0)(45, 1)(44, 1)(34, 2)(26, 5)(23, 2)(18, 1)(37, 4)
952: (6, 0)(45, 0)(44, 1)(35, 2)(26, 5)(24, 2)(19, 1)(37, 4)
953: (6, 0)(45, 0)(44, 1)(35, 2)(26, 5)(24, 2)(19, 1)(37, 4)
954: (7, 0)(45, 0)(44, 1)(35, 2)(26, 5)(24, 2)(19, 1)(36, 4)
955: (7, 0)(45, 0)(44, 1)(36, 2)(25, 5)(25, 2)(20, 1)(36, 4)
956: (7, 0)(45, 0)(44, 1)(36, 2)(25, 5)(25, 2)(20, 1)(36, 4)
957: (8, 0)(45, 0)(44, 1)(36, 2)(25, 5)(25, 2)(20, 1)(35, 4)
958: (8, 0)(45, 0)(44, 1)(37, 2)(24, 5)(26, 2)(21, 1)(35, 4)
959: (8, 0)(45, 0)(44, 1)(37, 2)(24, 5)(26, 2)(21, 1)(35, 4)
960: (9, 0)(45, 0)(44, 1)(37, 2)(24, 5)(26, 2)(21, 1)(34, 4)
961: (9, 0)(45, 0)(44, 1)(38, 2)(23, 5)(27, 2)(22, 1)(34, 4)
962: (9, 0)(45, 0)(44, 1)(38, 2)(23, 5)(27, 2)(22, 1)(34, 4)
963: (10, 0)(45, 0)(45, 1)(38, 2)(23, 5)(27, 2)(22, 1)(33, 4)
964: (10, 0)(45, 0)(45, 1)(39, 2)(22, 5)(28, 2)(22, 2)(33, 4)
965: (10, 0)(46, 0)(45, 1)(39, 2)(22, 5)(28, 2)(22, 2)(33, 4)
966: (11, 0)(46, 0)(46, 1)(39, 2)(22, 5)(28, 2)(22, 2)(33, 3)
967: (11, 0)(46, 0)(46, 1)(40, 2)(21, 5)(29, 2)(22, 2)(33, 3)
968: (11, 0)(47, 0)(46, 1)(40, 2)(21, 5)(29, 2)(22, 2)(33, 3)
969: (12, 0)(47, 0)(47, 1)(40, 2)(21, 5)(29, 2)(22, 2)(33, 3)
970: (12, 0)(47, 0)(47, 1)(41, 2)(20, 5)(29, 3)(22, 2)(33, 3)
971: (12, 0)(48, 0)(47, 1)(41, 2)(20, 5)(29, 3)(22, 2)(33, 3)
972: (13, 0)(48, 0)(48, 1)(41, 2)(20, 5)(29, 3)(22, 2)(33, 3)
973: (13, 0)(48, 0)(48, 1)(42, 2)(20, 3)(29, 3)(22, 2)(33, 3)
974: (13, 0)(48, 1)(48, 1)(42, 2)(20, 3)(29, 3)(22, 2)(33, 3)
975: (14, 0)(48, 1)(49, 1)(42, 2)(20, 3)(29, 3)(22, 2)(33, 3)
976: (14, 0)(48, 1)(49, 1)(42, 1)(20, 3)(29, 3)(22, 2)(33, 3)
977: (14, 0)(48, 1)(49, 1)(42, 1)(20, 3)(29, 3)(23, 2)(33, 3)
978: (15, 0)(48, 1)(49, 0)(42, 1)(20, 3)(29, 3)(23, 2)(33, 3)
979: (15, 0)(48, 1)(49, 0)(42, 1)(20, 3)(29, 3)(23, 2)(32, 3)
980: (15, 0)(48, 1)(49, 0)(42, 1)(20, 3)(29, 3)(23, 3)(32, 3)
981: (16, 0)(48, 1)(49, 0)(42, 1)(20, 3)(29, 3)(23, 3)(32, 3)
982: (16, 0)(48, 1)(49, 0)(42, 1)(20, 3)(29, 3)(23, 3)(31, 3)
983: (16, 0)(48, 1)(49, 0)(42, 1)(20, 3)(30, 3)(23, 3)(31, 3)
984: (17, 0)(48, 1)(49, 0)(42, 1)(20, 3)(30, 3)(23, 3)(31, 3)
985: (17, 0)(48, 1)(49, 0)(42, 1)(20, 3)(30, 3)(23, 3)(30, 3)
986: (17, 0)(48, 1)(49, 0)(42, 1)(21, 3)(30, 4)(23, 3)(30, 3)
987: (18, 0)(47, 1)(49, 0)(42, 1)(21, 3)(30, 4)(23, 3)(30, 3)
988: (18, 0)(47, 1)(49, 0)(42, 1)(21, 3)(30, 4)(23, 3)(30, 4)
989: (18, 0)(47, 1)(49, 0)(43, 1)(22, 3)(30, 4)(23, 3)(30, 4)
990: (19, 0)(47, 2)(49, 0)(43, 1)(22, 3)(30, 4)(23, 3)(30, 4)
991: (19, 0)(47, 2)(49, 1)(43, 1)(22, 3)(30, 4)(23, 3)(30, 4)
992: (19, 0)(47, 2)(49, 1)(43, 0)(23, 3)(30, 4)(23, 3)(30, 4)
993: (20, 0)(47, 2)(49, 1)(43, 0)(23, 3)(30, 4)(24, 3)(30, 4)
994: (20, 0)(47, 2)(49, 1)(43, 0)(23, 3)(30, 4)(24, 3)(30, 4)
995: (20, 0)(47, 2)(49, 1)(43, 0)(23, 4)(30, 4)(24, 3)(30, 4)
996: (21, 0)(47, 2)(49, 1)(43, 0)(23, 4)(30, 4)(25, 3)(30, 4)
997: (21, 0)(47, 2)(49, 1)(43, 0)(23, 4)(30, 4)(25, 3)(30, 4)
998: (21, 0)(47, 2)(49, 1)(43, 0)(23, 4)(30, 4)(25, 3)(30, 4)
999: (22, 0)(47, 2)(49, 1)(43, 0)(23, 4)(31, 4)(26, 3)(30, 4)
